scenario,distance_m,temperature_k,density_kgm3,sound_speed_mps,pressure_pa
standard_isa,118501.5930581911,222.0113782857464,0.4038166532346178,298.696689957711,25734.5755295228
standard_isa,119023.46573540937,221.9919761509668,0.4036664803793337,298.68363774366526,25722.75708566932
standard_isa,119545.40222176268,221.9725767872351,0.4035163716913165,298.6705868234872,25710.944724085144
standard_isa,120067.40358675813,221.95317501209053,0.4033662870600329,298.6575337106178,25699.13528777352
standard_isa,120589.47090359054,221.9337746740761,0.4032162562511197,298.6444809941596,25687.331118339265
standard_isa,121111.6052341485,221.91437412139945,0.4030662664781286,298.6314275627513,25675.53120908142
standard_isa,121633.80765457929,221.89497187743436,0.4029163063228219,298.61837242270366,25663.7346612757
standard_isa,122156.0792291312,221.87557263569056,0.402766412048643,298.60531873210994,25651.94432687784
standard_isa,122678.42102738496,221.8561707855594,0.402616540293761,298.5922627155512,25640.15679452879
standard_isa,123200.83412324196,221.836770486109,0.4024667231804336,298.57920717165257,25628.374590167023
standard_isa,123723.31957739634,221.8173699569141,0.4023169469467104,298.5661509022499,25616.59663080684
standard_isa,124245.87846715716,221.7979676039755,0.4021671992849331,298.55309283443984,25604.82194818731
standard_isa,124768.51185600708,221.77856848397488,0.4020175192095887,298.5400363714304,25593.05360932507
standard_isa,125291.22081360585,221.75916655901145,0.401867860123511,298.5269774493922,25581.287949977388
standard_isa,125814.00641461604,221.7397662980396,0.4017182564938664,298.5139190761348,25569.52767933351
standard_isa,126336.86971844664,221.72036579227955,0.4015686935881574,298.5008599668406,25557.77163857966
standard_isa,126859.811803655,221.70096333059587,0.4014191582136917,298.48779896951663,25546.018790324146
standard_isa,127382.83373290248,221.68156433207548,0.4012696921221667,298.4747397320771,25534.272415368105
standard_isa,127905.93657593304,221.66216233244504,0.4011202454974889,298.4616779027748,25522.528598097164
standard_isa,128429.121408225,221.6427621098606,0.4009708551396992,298.44861669823445,25510.790229844355
standard_isa,128952.38928781176,221.6233616274852,0.4008215053508437,298.4355547471472,25499.05607643458
standard_isa,129475.7412945852,221.60395905730095,0.4006721820577009,298.4224908185667,25487.325031760185
standard_isa,129999.17849032988,221.58456017997983,0.4005229297349687,298.40942880466844,25475.60058910221
standard_isa,130522.70194487924,221.5651581058588,0.40037369536448,298.39636406632286,25463.878583019978
